content	label
نحن ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا بكره بذكركم سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار الفواكه مواد كيماويه شوارع مش مصانه حفر مطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور انما الابتعاد عن الفشل الاكيد عبر التجارب	Negative
سبحان الله له فى خلقه شؤون	Positive
الله الكلام الجميل	Positive
مهزله ياعيب الشووم	Negative
يا ربي هذا مستحيل يكون كائن بشري	Negative
يا خساره عليكو يا شباب المستقبل	Negative
كل يوم يصدمنا الاعلام بنتائج رقميه مجهوله المصدر والتوثيق والاستقراء حول التعليم في الاردن لتبرروا تغير المناهج المخزي لا لن تخدعونا	Negative
من رافق وافق	Positive
اللهم انصر الاسلام واعز المسلمين	Positive
والله انو نذل	Negative
سلمت يداك روعه	Positive
العرق كل شوي يزيد	Negative
تابعت هذا الجوال من بدايه صدوره وقبل اقترابه للعالم العربي فعلا يستحق كل هذه الاهميه	Negative
الحلو انكم بتحكوا على اساس انو الاردن ما فيه فساد سرقات	Negative
اكبر مشروع طاقه شمسيه URL الاردن اسمه شمس URL الله الاردن	Positive
حتى بالستايل مقلده الله ياخذ عمره الغبي	Negative
يا غبي كوادر الاخوان المسلمين في كل بقعه من هالارض	Negative
صباحكم ضحكه قلب يملاه الرضى اضحك ياحبيب الملايين	Positive
والله انا خايف انو طخوا بعد هاي الصوره	Negative
ممكن يكون احسن بالاخلاص	Positive
ممرضه هايجه تمارس الجنس مع المريض	Negative
هل كلها صالحه للاستعمال ولا من اول استخدام تنفجر	Negative
ليتنا نستطيع الابتسامه في الاوقات المؤلمه	Positive
وجعلنا من الماء كل شيء حي	Positive
المسلسلات خربت بيوت العالم	Negative
هذه البرامج اللي تخلف العاهات للفن الهابط فن اليومين هذا	Negative
كدا عيب اودني راحت فيها	Negative
لقد اسمعت لو ناديت حيا.. ولكن لا حياه لمن تنادي ولو نارا نفخت بها اضاءت .ولكن انت تنفخ في الرماد	Negative
وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط	Negative
معظم اصحاب محطات الوقود وكالات الغاز متنفذين لقد زاد الغني غنى الفقير فقر	Negative
تغني وهي متقرفه	Negative
ولا تنسو تبسمك في وجه اخيك صدقه	Positive
لك كلك ذوق حكمه	Positive
والله مش عارفه شو بدنا نسوي نشحد مثلا	Negative
اللهم اجعلنا دائما مسلمين صادقين في افكارنا في اعمالنا	Positive
تبون تقنعونا انكم تخافون على صحه المدخن وعلشان كذا رفعتوا URL ولو ب100 دينار وبيدخنون ولو بعظم وورق شجر	Negative
من يستمتع برؤيه الناس في مواقف محرجه فهو سادي غير اصيل نفسه ضعيفه مريضه	Negative
نعم الوقت يمر بسرعه	Positive
حركه ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي	Negative
مش عاجبو الوضع الي هو فيه	Negative
لو كان للحب رائحه .. لكانت رائحه القهوه في يوم ممطر	Positive
صراحه الاراده القناعه هيا الغنى الاكتفاء	Positive
بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون	Negative
بلا هم بلا وجع راس خليك رايق دايما	Positive
ما اجمل ديننا الاسلامي	Positive
معلومه ممتازه	Positive
ملعوب عليهم	Negative
لجنه زباله من اذا بفهمو بالفن خاصه ابو النظارات اللي مش موجود بالفيديو	Negative
يارب يقدرنا على ادخال المياه النظيفه لكل بيت محتاجه المياه	Positive
لعنكم الله جهنم وبئس المصير ايها العازفون	Negative
هادي الاخوه الصادقه	Positive
مخالفات السير اصبحت تشكل عبئ اقتصادي على المواطن	Negative
هع مش حلو	Negative
مايستحون	Negative
ياخساره العروبه فيك	Negative
يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي	Negative
ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين	Positive
ربنا يكفينا هذا الشر	Positive
تبا لكم	Negative
عذبت ام العود	Negative
ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس	Negative
اهل العقول براحه ام نسيانك يابو نسيان صعب والله صعب	Negative
جامعه العلوم والتكنولوجيا الاردنيه افضل من URL من جامعات العالم و URL من جامعات الوطن العربي طبقا لتصنيف ويب	Positive
ايها الصغار المتناكفون انكم مع كل منشور ضد بعضكم البعض تصغرون اكثر مما انتم صغار فلا يسلك هذا الطريق الا صغير ساذج يحب ان يعيش على القذارات	Negative
قصه فى منتهى الروعه	Positive
للهم اعنا على ادراك هذا المعنى العظيم يا رب	Positive
كن ايجابيا وتذكر ان قليلا من التفاؤل قد يصنع الف طريق نحو السعاده صباحكم مليان طاقه ايجابيه	Positive
انا مش مسؤول عن الحراميه يتفنجرو بمصاري البلد انا اشحد	Negative
فاهجر تجد عوضا عما تفارقه	Positive
انتي عنجد بنت فاشله	Negative
لا احنا نتبع نظام مختلط بين الراسماليه والاشتراكيه	Positive
خلق الايثار	Positive
ونشوف اغلى الاحبه في الروضه الرحيبه	Positive
من كانت له عزيمه لن يياس ومن بغي الاجر من الله ثابر حياكم الله اخي مؤمن	Positive
ان الله لا يضيع اجر المحسنين	Positive
اعلن الانسحاب يا حمار	Negative
على فكره المعلقين هدول ولاد حرام	Negative
اهما ودهم يروحون النار لكن النار مارضت فيهم	Negative
للبرنامج التافه الي يسمح لهذا الشي	Negative
خراي على احسن علوي ومحب لهاجحش خربت سوريه ياكلب	Negative
سوريا تعرضت لمؤامره والامر المحزن ان ولاد سوريا انزلقو فالمؤامره هاذي والشنيعه	Negative
والله ظلموه لجنه الطراطير	Negative
نفسي اروح عمره واشوف الكعبه	Positive
شو هاد البرنامج معقول عرضوه على القنوات	Negative
والله انك فشلت العرب	Negative
عيب عليك ماتستحي	Negative
السهر احد مسببات مرض السكر	Negative
اللهم اني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك	Positive
ربنا يكرمك يا دكتور	Positive
شردو اطفلها وقتلوا رجالها	Negative
اللهم اهدنا لكل عمل يقربنا اللى حبك	Positive
رائعين يا مصريين	Positive
ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم	Negative
لان ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشاز لانو كتيير نشاز وازا في رح تكون حالات استثنائيه مو بهاد الكم الكبير	Negative
عنجد الكذب اكبر ورطه	Positive
تاثير الغرب مبين على العرب المجانين	Negative
يا رب ان امسيت بحزن فاصبحني بفرح، و ان نمت على ضيق فايقظني على فرج و ان كنت بحاجه فلا تكلني الا لسواك	Positive
بسعد ربك وصباحك عسل انت وكل من قال انا اردني وبحب القياده الهاشميه وتراب الاردن وسنح الاخوان ولاد كلب على هالصبح	Negative
صح كلامك احلى حكمه محد يبقى للنهايه رغم اتفاق الطرفين	Positive
والغناء تجد لك ?? مليون وكلهم زباله	Negative
حكي فاضي	Negative
جزاك الله خيرا ياستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من امثالك	Positive
اغرورقت عيناي بالدموع	Negative
ربي يكون بالعون ياخي فقد احزنني كلامك	Negative
والله شويه عبط الي بيغنو والحكام كمان	Negative
اللهم حسننا حسن اعمالنا ظاهرا باطنا لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين	Positive
انا بدات اتحرك شاركت بفكره ستغير الكثير من واقعن	Positive
فعلا الله يبعدنا عن الكذب	Positive
فاقد لكل معاني الاحساس	Negative
صباح الوجه الصبوح	Positive
ربنا يثبته	Positive
الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان	Negative
الاسف مافي اي حدا بتحمل الانتقاد	Negative
فاشل فاشله برنامج فاشل	Negative
اذا استعنت بالله وتوكلت عليه ونيتك كانت صادقه سوف يقف الله بجوارك ولن يخزلك ابدا ?احبك ربى	Positive
عظيم هو اسلامنا	Positive
الفن اصبح هابط هذه الايام	Negative
هذا لا يعني خلوها من الاشكال المصديه	Negative
اللهم انا نعوذ بك من الرياء النفاق	Positive
الله يزيدك من العلم ما تنتفع به الامه	Positive
اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا	Positive
اللهم اني استغفرك من كل الذنوب والمعاصي واتوب اليك	Positive
بتقول كلام زي الفل	Positive
هذه رويدا عطيه يا الخبوول	Negative
كلام سليم	Positive
فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار	Positive
هاد كلو كزب ياهبله والله	Negative
تبتنا ياربن علي دكرك وشكرك حسن الخشوع في صلاتك	Positive
كل يوم اجتماعات ومناقشات وتحليلات ومفاوضات بشان سوريه وكلو حكي فاضي وعلاك مصدي اذا ما في نيه صادقه مخلصه من كل الاطراف لن تنتهي ماساتنا	Negative
مجانين العرب	Negative
انا لو مكان راغب اروح انتحرر	Negative
استهبال باستهبال	Negative
اجل الاخير واضح انو بيمثل وتمثيلو خام هو والا معو	Negative
كم هي ثقيله على لسانك .. فرائحه الدجل والنفاق بنظرات عيونك !!	Negative
فشرت عينك	Negative
انا ابو عدوله هذا لو قدامي صدق اني راح العن ابو من جابه	Negative
اللهم انا نعوذ بك من غضبك نساللك رضاك	Positive
الحمدلله على كل حال، الفرصه قائمه، والقادم اجمل	Positive
ده عمله نادره الاخلاق ملهاش علاقه بالدين	Positive
العاهات اللي عندهم ياناس روحو موتو اشرف	Negative
ربنا يقوينا ويقدرنا	Positive
فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره	Positive
شكرا لجميل اثراءك المعرفي، كلامك وسلاستك في ايصال المعلومه جميله للغايه	Positive
اللهم ارزقنا العمل الصالح الذريه الصالحه ارزقنا يا الله حسن الخاتمه	Positive
حفظ الله ابناء وبنات الامه جميع	Positive
الله يعطيك الصحه العافيه	Positive
عطله 15 يوم وكمان اسبوع عطله و 20 دينار لكل طالب هاي مدرسه ولا شهر عسل	Negative
لهل درجه في متخلفين في الوطن العربي؟؟	Negative
نفسي افهم من وين جاي يا ابن الكلب	Negative
النظافه من الايمان	Positive
يلعنك نذل وكلب	Negative
روح اكتب اشي زي العالم الناس بدل ما انت بتتهبل هيك بتتمسخر يا مسخره	Negative
الله وكيلك مشحطط اهل دابوق دير غبار عبدون منعم على الفقراء	Negative
طول عمرك تخاف من الحب	Negative
الرائع سيظل رائعا حتى نهايه العمر	Positive
الحق عالحقير اللي نزل المنشور بجوز اهله لابسين منهم ولك لاتنزل اشي زي هيك يا	Negative
والله انك مسخره يا عجوز	Negative
حلو صديق عمري	Positive
اللهم ثبت قلوبنا على الايمان	Positive
حثاله على حثاله والحثاله انظف منهم	Negative
هالانسان مجنون لابس بدله رياضه وجاي يغني حتى لو صوتك زين اللبس عدل	Negative
كانت تسوي مقلب انها محترمه بعدين اعترفت انها	Negative
اوغاد باعو البلد	Negative
من اسرار النجاح المتواصل والثبات على القمه: العمل الدؤوب والانضباط بالمواعيد والاعمال والتفكير الايجابي	Positive
عليا النعمه ابدا لا هو ولا الخروف التاني	Negative
عمرتنا كانت مميزه جدا ورائعه	Positive
من اجل هذا تم قدوم ?? الف من الجيش الامريكي	Negative
والله ايلى اختشه ماتوا	Negative
قصه جميله مهمه جدا	Positive
السلام عليكم الحقيقه انا لا اعرف شو وقاحه هاي اللجنه المشترك يعطي ما عنده من مواهب هذا ما عنده وهم يعطون ما عندهمما	Negative
اخر همي اني اتناقش مع اي كائن حي اواتجادل بذات اذاكان عقيم فكريا	Negative
ربنا لا تزغ قلوبنا بعد ان هديتنا	Positive
انا دمرت انا دمرت مستقبلي ضاع وما معي اكل خبز شو هالحياه شو هالقرف مش حياه الحياه كلها ظلم ما في شغل الاردن	Negative
نار جهنم تاخدو	Negative
نعم الله علي اكثر من ان احصيها الهدايه ، الصحه، سلامهالقلب، ذكاء العقل، صفاء المشاعر ، سلامهالحواس، حفظ الاحباب اللهم لك الحمد	Positive
يرزق من يشاء بغير حساب	Positive
مشاهد وسخه	Negative
اطفال اليوم رجال الغد ومستقبل الامه	Positive
متى يجي عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك	Negative
شو هيدا دلع اخر زمن	Negative
اوسخ شي المناديل	Negative
محششين خخ	Negative
ربنا يبارك فيه يكون قدوه للجميع المسلمين فى انحاء العالم	Positive
الله اكبر ما احلاكم وما اشجعكم	Positive
اجتماع حواء اكيد في خرفنه	Negative
اللهم اجعل سريرتي خير من على نيتي اجعل على نيتي صالحه	Positive
برامج سخيفه تهدف لهدم الامه	Negative
اللهم اني اسالك اخلاص النيه كرم الطويه	Positive
ليش معصب يا عدوله	Negative
الحل الوحيد هو القرب من الله وذكره الا بذكر الله تطمئن القلوب قال الله تعالى	Positive
سبحانه يهدي من يشاء لا اله الا الله محمد رسول الله	Positive
احسن شيء العمل الذي يؤدي للاستمراريه	Positive
تبارك الرحمن اللهم زد فينا وبارك لنا يارحم الرحمين	Positive
هذا انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا من العاهات هذيل	Negative
كلام بليغ اللهم ارزقنا الزوج الصالح من يعرف معني رفقا بالقوارير	Positive
هع بدها بس تعلق التعليقات الزنخه	Negative
سبحان الله ان الله يرزق الدوده في جوف البحر	Positive
للهم املا قلبي بحبك وحب نبيك وحب كل عمل يقربني الي حبك	Positive
والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه	Negative
اهم شي الواسطه والمظهر الخارجي	Negative
يارب يتقبل منا والله العقل مو فاضي والقلب مكسور	Positive
جزمتي الا اقولك اسفل جزمتي الثوره في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين	Negative
صح الابتسامه تصنع السعاده	Positive
الحمدلله وربنا يجعلنا من المداومين عليها والخاشعين	Positive
صرفات تجعلك زوجه نكديه بجداره	Negative
حتى فى التخلف مش فالحين منيح	Negative
هاكدا هو دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب ما يشتهون	Positive
يا رب يكرمنا باولادنا انا دائما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه	Positive
انا ضد النووي كالاردن البحث عن مصادر للطاقه النظيفه خصوصا اننا نفتقر للماء و الاجدى بنا ايضا ان نبحث عن سبل لحل مشكله المياه بالمبالغ التي ستصرف على المفاعلات النوويه	Negative
فقد عجزت الكلمات	Negative
املا رئتيك بعبق السماء مع ولاده صباح جديد تهتز له الحياه تحتفل ايقظ عقلك بالنور ابعث همتك حيه متوثبه لتطوي نهارك في فرح	Positive
والله اول واحد سمعته منهم احسب سماعتي خربا يا بطني من الضحك والله زاحفين	Negative
سلوا الله الجنه والحوا عليه في طلبها ييسر لكم اسباب دخولها فكل نعيم دونها شقاء وكل فوز دونها خسار فمن زحزح عن النار وادخل الجنه فقد فاز	Positive
خلتنى اضحك رغم انى مكتئبه جدا	Positive
الله حيك شيخ ابراهيم بالفعل حكم يا نشمي	Negative
احسنت وصفت ما يدور او يجول في راس كل شاب ملتزم كل فتاه عفيفه نقيه تقيه	Positive
ما في داعي لمصايب جديده للبشر وللبيئه	Negative
الوحيد الذي لايتركني ولو لحظه	Negative
كن كما انت لا تتغير من اجل احد	Positive
الله يثبت قلبك على ديننا الاسلام	Positive
صبحك الله بالخير	Positive
لا كرامه في الحب والغرام	Positive
اللهم انك عفو تحب العفو فاعف عنا	Positive
ربي ينعم علينا بنعمه الخشوع	Positive
منيك ولك	Negative
هذا معوق جنه جورج وسوف	Negative
اللهم ارزقنا واياك الجنه	Positive
ربك دايما جنبك لو ناديتوا ها تلاقه	Positive
ما شاء الله والله انها امر متل الكرتون	Negative
يا الله استجب دعائي يالله مادكيت بابك يوم ورحعتني خاليه الوفاض	Positive
الاردن لا تمتلك اي الخبرات الفنيه في انشاء او صيانه او تشغيل المفاعلات النوويه لاردن ليس لديها سوى شهادات دكتوراه في هذا المجال نظريه بحته ان انشاء مفاعل نووي يعنى مقامره كامله بمئات الملايين المضحك في الموضوع ان بدايه المشروع ستكون انشاء مفاعل تجريبي او تعليمي يتبع لهيئه الطاقه النوويه اليس الاجدر بهكذا مفاعل ان يتبع لاحدى الجامعات علاوه على ان كل هيئه الطاقه تم انشاها رضوه لفلان وعلنتان الاولي يا ساده ان يتم طرح انشاء شركه للتنقيب عن اليورانيوم وبيعه لتصبح الاردن دوله مصدره لهذه الماده امر اخر كثر الحديث مؤخرا عن انه يوجد في الاردن بترول بكميات على الاقل تكفي استهلكنا المحلي	Negative
يا الله كلامك بلسم	Positive
شعب سخيف	Negative
كافر ملعون جهنم باذن الله	Negative
معتيه واضح انهم يمثلون	Negative
اضحك امام كل الناس لتسرهم تجبر خواطرهم فتبسمك في وجوههم صدقه	Positive
نعم مصر عايزه راجل مش واحد وسخ بيقرف	Negative
اللهم اذقنا حبا رائعا حلالا طاهر	Positive
لازم يحكم عليهم بالسجن	Negative
الي استحو ماتو	Negative
اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم	Negative
وش التخلف هذا	Negative
غباء في غباء لان نفس الحركه صارت في يعني قلدنه البرنامج وبعد التصرفات اووف	Negative
يا مقلب القلوب والابصار ثبت قلبى على دينك	Positive
قرف شوهاد شي بخزي عنجد	Negative
كانهم خرفان العيد عند المسلخ	Negative
ليش تتضحكو مش حلو	Negative
سوبر حمار والله هذا السوبر حما سبب في تخلفنا	Negative
نحن بنتهاوش مع الكتب	Negative
كان نفسي اكون شخص بارد ، يتقبل اي حاجه من غير ما يتاثر.	Negative
